video_code,points
S000747,"[1561.8497837863563, 230.47160019732505, 1688.4178574945972, 270.6166781506928, 1678.603147224357, 286.490523099245, 1541.3442497781107, 245.85309359666073]"
S000754,"[1401.5353182321549, 448.34164962687, 1477.9350486245569, 473.8511856286578, 1505.128589652444, 458.0388105739934, 1433.9240432176084, 434.47541304047195]"
S000754,"[1464.7704479656597, 375.92908078679136, 1507.9554146129312, 362.0628442003933, 1557.309662209813, 375.92908078679136, 1520.2939765121519, 392.87670328127786]"
S000754,"[1014.4129386441131, 379.01046669487977, 1115.6451345854334, 414.6886574392848, 1256.6539363805591, 378.6459675886182, 1146.6350927791766, 349.88636577979264]"
S000754,"[1240.233402047552, 298.31805081350336, 1330.3049039118614, 317.4226434436518, 1374.1067986540938, 310.64359444585716, 1315.4986296327968, 296.4692192686503]"
S000755,"[1145.5630116184973, 348.3440863570334, 1009.3981678021004, 379.5980044402904, 1118.6825731951958, 414.3734907582807, 1250.000124836899, 378.27741635226545]"
S000755,"[1430.8962502592879, 433.44861478163745, 1397.736365155133, 447.3147897058995, 1475.2379570846115, 473.5064534517275, 1504.54204159526, 456.944077847748]"
S000755,"[1510.738195985239, 362.09397066979284, 1466.3959284046823, 376.730641996344, 1519.221064565867, 391.3673133228952, 1560.0930677270758, 375.1899397514439]"
S000755,"[1315.696303160527, 295.73481224830226, 1378.896705264435, 309.3600348984687, 1326.8427389742164, 315.90801943929426, 1267.0770739743357, 302.04169923519316]"
S000756,"[1336.2747780321113, 418.5990659208208, 1568.3762810526925, 414.57670266913806, 1503.3073625758245, 379.7162211545539, 1370.486271251908, 381.72740278039527, 1306.0881663675848, 380.3866150298344]"
S000760,"[1257.2630762930141, 514.1899870158535, 1377.4989157446803, 588.1316758880674, 1715.0841572820511, 514.1899870158535, 1579.4334666186328, 449.49100925266634]"
S000761,"[1562.3679811851046, 462.2693963978105, 1695.0458076862565, 509.5832746940189, 1575.5807107951778, 536.5411820953468, 1372.9855234407216, 591.5573196490775, 1226.5444369290767, 504.0816609386458, 1499.056985136837, 470.5218170308701]"
S000762,"[1222.5343785667537, 505.6657923828169, 1373.8304033376207, 598.5991355154364, 1721.8756332282392, 492.24758138527574, 1544.9711003105926, 454.504421443047, 1340.5699321310265, 487.1333496228454, 1262.2468870316272, 499.45889325519914]"
S000763,"[1225.515868529894, 505.5286902018557, 1372.5074854419588, 594.104671663362, 1525.0044063582206, 551.192084371452, 1689.4726501521027, 510.2159238399678, 1551.449000707807, 455.9076679016068]"
S000764,"[1427.702778130415, 349.66930247887404, 1409.5352749165647, 410.18705378797773, 1176.1103851386044, 378.8278553823513, 959.7519377736552, 348.56897972779944, 845.5220625804071, 335.7605631025121, 961.954059375334, 289.15155116977036, 1117.7541626941143, 307.8570379380388, 1263.6447188053394, 324.361879204158]"
S000765,"[890.2105397891761, 439.4669406936124, 979.6181758150267, 465.65491481315723, 1129.1447395134317, 407.1170903106452, 1047.4446583173958, 385.55052338866705]"
S000766,"[884.6041710585217, 436.72336487392516, 947.4269609026436, 416.66842567509354, 972.4397383405809, 409.4021433566763, 1050.6773793964546, 390.21915803605475, 1138.2221004292355, 405.042373965626, 1108.846629252123, 416.37777438235685, 1048.6414556515065, 435.56075970297843, 998.6159007756315, 453.29048855991647, 976.8024320797559, 462.01002734201717]"
S000769,"[432.38178289818296, 413.2789665740675, 487.87617767284877, 453.33116228631263, 828.5501011506584, 367.0648945984001, 1025.8635047939147, 316.229415425166, 942.621912631916, 299.28425570075456, 732.9764212609562, 340.87692047885525]"
S000770,"[449.2078844289059, 411.9516899166982, 710.5901441064415, 351.00337753108715, 945.1639668939733, 304.1200603113862, 1024.248855719484, 320.19434050099795, 763.5368069641986, 379.1333678629076, 494.78222714191213, 453.4769137398618]"
S000772,"[354.82575649877157, 432.70517821120524, 399.72988828952776, 480.2582571054732, 811.2393945510837, 361.7104407070867, 953.994320990353, 322.19450190762456, 870.8881666313418, 302.7714133451771, 626.2611800100584, 357.6918706596838]"
C000119,"[1125.4333978673073, 334.59450166896994, 1203.2710052100683, 303.4834702406118, 1368.1714178028806, 342.6603246318776, 1559.5942743791518, 403.7301270653214, 1539.4141539569544, 459.03862738240264, 1284.568061768063, 374.34748627187207]"
C000120,"[737.9597422266986, 297.64267593360586, 808.9855263862278, 311.85075035263884, 946.5512557057367, 260.6269031050727, 1009.7268216160547, 236.32361791462162, 945.4297959558495, 232.58465096224452, 850.853357048687, 261.0007998003104]"
C000124,"[538.7694245982085, 265.4087843727002, 542.6231374011466, 273.11104363022247, 617.3851657781441, 263.8683325211957, 786.9485291074172, 246.9233621546467, 859.398329802652, 237.68065104561995, 853.2323893179513, 232.28906956535437, 809.3000633644577, 229.9783917880977]"
C000125,"[1189.3097210342426, 271.6139875707322, 1153.9409927307117, 282.292320580721, 1267.8122904115762, 303.98654641429357, 1372.2036388592683, 325.6817455619691, 1463.3222435376115, 349.0502890143258, 1520.3297808235495, 362.1366733476457, 1537.6189519676454, 341.5723551095717, 1346.0983718146508, 297.3589323442633]"
C000126,"[627.6577485352935, 266.5008998419101, 799.3694016327784, 229.88384360681468, 837.4133008220414, 236.72815318346804, 660.5605802665482, 277.45179516455545]"
C000127,"[640.9887729098722, 258.31883683287094, 675.84521027517, 270.1766031744229, 740.9311242935579, 255.23889752337698, 788.3981880512514, 245.91274868363072, 858.0413812578797, 233.67879599256267, 826.2695843673871, 225.20896289145412, 767.044487251129, 236.14274744015788, 688.6766189852624, 248.21385297150428]"
C000129,"[1268.3903617848619, 346.91326369116996, 1481.5557421206495, 412.93263163386274, 1661.6892969911808, 475.8710957392298, 1659.0467509539606, 508.8807797105762, 1416.813364208747, 415.1332772319525, 1242.8457500917302, 350.4342966481136]"
C000130,"[1538.070124879809, 520.946639220089, 1564.228660269449, 478.0007088145102, 1439.9756171686595, 436.4551891830264, 1304.978889889982, 405.6461521529372, 1212.0226659160828, 387.4408120897027, 1129.3430094166852, 403.3121341961123, 1216.6938329499474, 423.8514922161718, 1352.157676932011, 460.7289759340057, 1418.0211321094973, 479.4011195886052]"
C000145,"[1086.3469013951903, 261.698061712056, 1151.1120561550313, 275.5595275200325, 1310.4548972308307, 232.43496722855002, 1464.6576466590236, 188.28363169203232, 1366.9959053545015, 188.28363169203232, 1239.521632493862, 221.1404395331618]"
C000146,"[1114.6906226904484, 347.17289045597965, 1186.0644667114977, 380.6164270085579, 1334.980264730724, 371.3754498032402, 1516.9395090559917, 364.77475179944184, 1400.6265780587262, 338.37195978424853, 1264.4875792778357, 340.1321459185948]"
C000147,"[1110.8828170497925, 349.4054810796359, 1256.5967879382417, 341.5578961757452, 1420.0523800326696, 338.65138324837835, 1466.9281261317417, 352.3428750109809, 1528.1204142753636, 367.74739352602546, 1382.8471195221848, 371.48182225694535, 1192.730621243909, 382.68510844970507]"
C000148,"[1112.854486142426, 409.1220867700685, 1169.4062281805197, 371.32283160809664, 1327.8445798409643, 379.2560086173994, 1311.4866379291188, 425.921755730945, 1236.7074749035403, 417.0552637793713, 1142.7661513526575, 410.9887166546104]"
C000149,"[1225.3209058640134, 468.2683641777774, 1226.3446604236508, 426.10203050238096, 975.6003053466754, 425.5758395748361, 925.335093649417, 471.7938599133711]"
C000150,"[476.8848281053747, 449.6378219149296, 621.6131533712694, 388.8755544389204, 1150.8563783080913, 446.21459557825295, 1120.0266758845871, 536.074286916013]"
C000151,"[1168.6340742857271, 447.1985353877618, 761.8013108776854, 401.78046764487755, 616.4612806409353, 384.8040589567888, 463.5711189633153, 451.766559893139, 763.6888437379029, 483.8331096373066, 1161.0145108136935, 537.5917371495879]"
C000152,"[921.0527911158985, 592.7703514661803, 845.8469983932615, 622.6457826949422, 1298.436260153134, 616.1927660802357, 1299.3800265832429, 569.9792090959941]"
C000156,"[1079.377105980328, 568.8611872718542, 978.3551304304606, 586.5708383014448, 1104.0542297787688, 626.6100493248668, 1289.1326582670758, 680.508987241012, 1373.1891112055152, 711.308380335952, 1415.6029177340856, 662.029351384048]"
C000162,"[637.7612196731557, 455.44754729061003, 707.6657774938918, 432.5198918263576, 784.7400335526523, 409.23399174547626, 907.7003583347679, 432.5198918263576, 1023.9892906381584, 457.86672168275874, 1148.3835550678787, 486.52629101307423, 1113.9690035253625, 531.6651127083211, 1075.4624919377138, 576.234222674377, 957.8228379532899, 542.1821291148046, 824.3626787778575, 505.6977431581202]"
C000163,"[1423.2025455286614, 617.2954893730017, 1331.899196043668, 777.265489336926, 957.1997358195405, 618.4804523356975, 582.5002755954125, 471.5450449614262, 471.0390437565898, 427.70141534168397, 596.7293690216452, 399.2623042369863, 935.8560956801912, 486.94956347647064]"
C000165,"[572.479600073926, 426.8814036489758, 420.64331563816785, 486.95902585764946, 823.7416748254852, 593.2502036114571, 928.5626630653994, 498.5124147439329, 731.2525675549725, 455.3797629018082]"
C000166,"[571.1553871117607, 372.00935177978846, 692.379466896755, 349.05150364119515, 954.3154350812283, 408.11929100913324, 1357.1563953563148, 514.6285571014188, 1301.3378800034106, 604.1759726546607, 881.579174250857, 468.5416864981547]"
C000168,"[1375.9574306235052, 772.9858980686022, 1445.3242610763896, 640.5070388392189, 1328.1713918670737, 595.8339351455896, 819.4813018792546, 455.6528166586842, 595.9659593088493, 395.5751944500104, 461.8567537666061, 418.68197222257714, 474.18863473600777, 432.5460388861173, 898.0970430591904, 603.536194403112, 1365.1670347752786, 786.8499647321423]"
C000169,"[968.2289281605681, 516.8850809825822, 868.2250771094824, 609.8898650650146, 430.80682211643386, 485.01082749312076, 562.6038050045701, 434.7535839206261]"
C000170,"[1324.6348819720433, 607.9886243849155, 1379.4432418360507, 521.552159383832, 1022.3325220971274, 425.701821956888, 689.2632152066852, 348.4813570350149, 592.031076794095, 367.44076443814674, 823.2538449703765, 448.0182459014568, 1049.7335820045803, 521.4859495885923]"
C000172,"[637.5908679358488, 517.2415651972963, 575.8984033800511, 539.5816675734205, 508.80784817562125, 562.6921183073422, 609.0312258662964, 583.3603420562174, 793.5519187168308, 624.472413808337, 985.2392193009161, 666.7315237217938, 1213.6173785131132, 715.8602595973686, 1233.3474819983107, 660.6262407153833, 1247.0732717921228, 617.6409618607181, 1010.7140169627229, 577.5828472552539, 777.9412248002884, 539.5816675734205]"
C000179,"[898.012419885351, 477.5124521137587, 1007.7634970000356, 519.23390194391, 1135.398465033343, 569.7607226732563, 1212.4727210921033, 529.7089745341403, 1309.8945807503767, 483.49541898900674, 1229.7373544492657, 457.61582788373175, 1101.9288802008143, 424.69696006217737]"
C000180,"[902.7214984227159, 481.84049813426, 1132.4027814778221, 572.7271573730228, 1303.5076299282705, 484.9214018372688, 1101.5730790543178, 424.843779628595]"
C000181,"[935.0926859673953, 467.97643147071983, 1169.3984243860275, 565.0248981155003, 1340.5032728364756, 477.21914257974623, 1138.568721962523, 417.14152037107243]"
C000183,"[935.0926859673953, 467.97643147071983, 1169.3984243860275, 565.0248981155003, 1340.5461595067259, 480.12256561089475, 1152.4420880530997, 410.97971296505483]"
C000185,"[1436.3654769945883, 965.5356415592844, 1604.6896905203157, 698.4670603270516, 1259.280087555026, 570.4541792950411, 1004.1041743648273, 495.9802562019844, 811.9680710931752, 548.9428146689572, 702.4193175693985, 574.229326615746, 1124.7406849619815, 802.2057000718718]"
C000186,"[1428.5452620079839, 967.5045007523277, 1575.7770563435336, 698.4670603270516, 1230.367453378244, 570.4541792950411, 975.1915401880451, 495.9802562019844, 795.1359335704192, 559.6579122200523, 690.2794469559562, 590.5043895771631, 1095.8280507851994, 802.2057000718718]"
C000187,"[1428.5452620079839, 967.5045007523277, 1575.7770563435336, 698.4670603270516, 1230.367453378244, 570.4541792950411, 975.191540188045, 495.98025620198445, 795.1359335704193, 559.6579122200523, 690.2794469559562, 590.5043895771631, 1095.8280507851994, 802.2057000718718]"
C000188,"[1585.4049401994507, 677.2483896325397, 1374.981807257711, 615.5633634169468, 1283.8204433982546, 585.4959492517435, 1133.4425398256258, 540.8152452039587, 955.3025617472811, 492.2827563244685, 677.6818166901205, 584.7255922854023, 816.4921892187008, 654.0577192561026, 1050.775275836413, 767.3696160127754, 1341.2174660084584, 912.367378958541, 1443.249021884167, 957.4036323754065]"
C000189,"[1585.4049401994505, 677.2483896325397, 1374.981807257711, 615.5633634169468, 1283.8204433982546, 585.4959492517435, 1133.4425398256258, 540.8152452039587, 955.3025617472812, 492.2827563244685, 677.6818166901205, 584.7255922854023, 816.4921892187008, 654.0577192561026, 1050.775275836413, 767.3696160127754, 1341.2174660084584, 912.367378958541, 1443.249021884167, 957.4036323754065]"
C000191,"[1585.4049401994505, 677.2483896325397, 1374.981807257711, 615.5633634169468, 1283.8204433982546, 585.4959492517435, 1133.4425398256258, 540.8152452039587, 955.3025617472812, 492.2827563244685, 677.6818166901205, 584.7255922854023, 816.4921892187008, 654.0577192561026, 1050.775275836413, 767.3696160127754, 1341.2174660084584, 912.367378958541, 1443.249021884167, 957.4036323754065]"
C000194,"[434.3452051400841, 465.6479085714985, 784.1091509825519, 341.13535339491114, 1852.937075502524, 712.268040188939, 1370.1908411955237, 810.8260980927473, 1294.6171495627982, 810.8260980927473, 797.9900331191749, 615.2499519398777]"
C000195,"[1585.4025685684921, 317.25246258505246, 1546.3149101386919, 295.2460075635602, 1399.5794336057454, 364.38783066407734, 1399.0656052320205, 373.630541773104, 1438.116561635126, 378.76538127811887, 1484.3611152703822, 359.2529911590624, 1548.517031740371, 333.2071424756344]"
C000195,"[542.3470758881708, 346.1658498970045, 596.2041079373042, 547.9586963487747, 495.4859282044444, 569.8394587354516, 407.8748387850287, 590.8234435210726, 405.8642060182783, 529.2053694608943, 404.230009030872, 475.5638054233789, 407.82179023344776, 387.5147971311554]"
C000199,"[1286.9325322019058, 809.1063729054914, 1406.777846563897, 526.0797357568057, 972.6524112551184, 426.2406075438141, 713.5917922157541, 576.1497933189672]"
C000200,"[717.789380774242, 578.0019359156847, 808.7862747809929, 527.1829373090336, 915.2063711617693, 465.58415111915343, 973.8145401830665, 431.7048187147193, 1148.0967270095553, 468.6640904286474, 1388.6986840443542, 527.1829373090336, 1327.0058745482518, 676.5599938194929, 1263.770744814747, 801.2975358540002]"
C000201,"[1078.69231632644, 427.0849097504783, 1186.6547329446194, 408.60527389351427, 1322.3789138360441, 388.58566838180326, 1572.2347922952583, 504.08339248782846, 1467.3570161518846, 553.3624214397325, 1365.5638804833159, 596.4815717726486]"
C000204,"[1044.761271103584, 467.50911318758716, 1299.2441102750058, 613.8062303885525, 1507.457342324351, 533.7278083417083, 1266.8553852895523, 430.54984147365906]"
C000205,"[696.1968974506061, 277.3228608263322, 437.0870975669765, 337.38167736146534, 702.3661784002164, 449.79946215799663, 1041.6766306287789, 609.9563062516851, 1228.2973793544884, 706.9743945007463, 1365.5638804833159, 480.59885525293663]"
C000213,"[1511.5452812479014, 481.70210749268307, 1468.636690102665, 562.7280670465555, 1145.481363040104, 453.5773942591076, 859.8710532296249, 367.8639824996395, 932.279300787211, 335.7214530898389, 1175.651466189098, 387.95306338076483]"
C000215,"[926.081980698317, 462.291662250801, 879.6912537202987, 484.7323958517394, 1077.9519315565467, 507.28478069805044, 1337.8638223284909, 537.8619883394673, 1357.6430495408993, 516.1558763375841, 1375.183124981252, 502.79502872849713, 1121.0383139039611, 477.14323275934714]"
C000216,"[1395.638935283297, 543.7776662051992, 1057.182419547001, 496.8943489854985, 923.1402350969829, 478.1410220976181, 985.4698508662414, 455.36912516233485, 1268.2988600557796, 488.8572088906926, 1433.1707469293021, 509.61982080227443]"
C000218,"[899.2330665231955, 547.9266749816098, 1048.0964867966873, 565.9719680992333, 1281.0809522543116, 455.9396929917722, 1139.7047454265282, 456.37982209220206, 993.4838710750513, 511.8360887463626]"
C000224,"[1152.09562564087, 371.40031086680415, 1339.8207119012789, 471.8457152724309, 1617.3856608720262, 422.29264909898836, 1451.1148701842353, 350.641593956308]"
C000229,"[1208.2698575043055, 351.8355091216644, 1312.9615394286561, 332.3371920125365, 1419.0972445519635, 318.61615404685386, 1503.572601690922, 308.50591554582456, 1618.665738882309, 345.27489458813096, 1710.9309422350357, 374.2165299687542, 1652.5898963164002, 394.6292583595085, 1567.2506339388578, 428.37852193855406, 1476.2771724045945, 469.54163583560194, 1378.1126225314829, 425.47573571661945, 1296.3862432584456, 386.91763902023075]"
C000230,"[1221.6102300558612, 355.28943287729516, 1401.7256331448637, 326.2625002616182, 1507.2771328045483, 309.8139051127346, 1717.5079278683427, 373.94176428335066, 1625.530594960472, 407.7015139040501, 1480.0562418919005, 468.65661738586857]"
C000238,"[1435.6762080580932, 595.5209635888422, 1413.0965197489647, 632.3748607767162, 1099.7345039466727, 562.5174735698506, 1152.0532939312382, 539.4150305565563]"
C000239,"[767.5850293050313, 347.273032578542, 938.9100899156475, 389.9655553202369, 1160.003098724206, 450.26324207912563, 1207.5689253204698, 408.89110663872026, 1019.9481648574298, 364.438067495306, 850.8252258484926, 324.3863193561901]"
C000243,"[723.6469938194093, 399.4630767415577, 796.9881566076886, 365.649039282794, 915.6825109381797, 373.35129854031624, 1169.2568133715017, 401.84965779314865, 1130.7196853421217, 447.2929874125302, 1052.9082157024338, 439.51482488067364, 878.4120999854003, 417.33231821900944]"
C000244,"[804.2377320190101, 364.76615741992117, 726.2433122620546, 401.3864027930615, 854.1865773195968, 413.71001760509716, 1009.876574558293, 430.6549879716461, 1112.3853351164444, 442.9786027836818, 1156.317661069938, 399.0757250158048]"
C000258,"[1163.1795953224644, 481.33699110257254, 1223.4255267296091, 487.86083193074234, 1296.1243732155308, 498.6128916923119, 1231.7456028184947, 517.4593286993004, 1131.2519124426335, 549.3935691833641, 1052.7412168364922, 575.0456639984317, 977.3709490545962, 557.2462512696094, 909.3283461959401, 541.540887097119, 1002.4943716485616, 520.6004015337985, 1095.658436397684, 496.8463006097985]"
C000270,"[1159.4006898750129, 363.7059551203895, 1406.1719278594219, 337.5067973362936, 1504.8804230531857, 374.49384361972307, 1375.3255231113708, 386.82285904753286, 1244.2283029321534, 408.39863604620007]"
C000274,"[851.7791046224976, 502.4292180906738, 1003.3068996432496, 528.8114348629413, 1155.6708859185578, 561.7090042020767, 1274.7001591159765, 584.3350941057411, 1209.9358585599848, 733.9405092877294, 1139.003529379613, 897.4268392804175, 953.9626706482081, 832.6492368304843, 753.5017403558529, 750.9060718341402, 574.6289102488283, 675.3322023092185, 731.9136401705224, 575.0811508986078]"
C000283,"[739.3818640978778, 391.2806152776104, 814.955555730603, 428.2398869915386, 876.6483652267053, 465.1991587054667, 1060.1844734776096, 428.2398869915386, 975.3568604204689, 372.80097942064646]"
C000318,"[1114.3314148820923, 1048.5745783302611, 1245.4020231501709, 829.5645890947733, 1081.949264604097, 760.1600150412736, 869.152277062981, 672.2475545735073, 785.8838906338488, 639.8587533485409, 586.9649674975886, 729.3135376841626, 684.1114183315763, 795.6334640019513, 927.7485489945927, 943.696555316084]"
C000320,"[591.3415039453237, 424.843779628595, 788.6515994557506, 366.30660927142566, 1322.0054513823727, 546.539475897447, 1214.1014929001083, 731.3936980779819]"
C000323,"[580.5511080970971, 421.76287592558606, 691.5380368217121, 358.60435001390334, 1073.826346873164, 426.38423148009946, 1035.2892188437838, 529.594505530898]"
C000331,"[718.651612566977, 409.6035569967838, 839.7607280998435, 474.0921560154383, 954.770823426019, 457.53427248362163, 1034.9293747139595, 446.2051942776418, 980.0381928537392, 426.1614405286005, 918.1767021858723, 401.7603490080285, 838.0181508979317, 404.3747516709469]"
C000333,"[1409.0612007936431, 468.04661636511554, 1368.4906912836798, 568.1986525769723, 1223.472699843811, 532.8000880538161, 1075.8651014139443, 499.9916623982078, 899.999222147172, 462.71995850521296, 759.3628023775823, 436.19097554761, 914.4462657040904, 388.6156910936428, 996.4504870540162, 395.5227280737708, 1158.7325250938695, 423.150875994283, 1292.5288862437485, 448.18888504724737]"
C000334,"[762.9346610302408, 437.4264234172396, 932.1768816259355, 468.2354604473287, 1203.9416006643212, 527.9327122604092, 1384.8985496718458, 570.12769775814, 1426.4516268513512, 471.6727315967682, 1223.3777174095737, 434.16607782100743, 1100.0589077155569, 413.4034659094256, 986.1230509330414, 395.3199006961124, 914.1928885455582, 388.324520650535]"
C000341,"[1000.5423703566869, 651.2137246441282, 1045.7468786029729, 537.7682082436609, 818.9024372216095, 512.2840705015267, 563.2914905926091, 478.57924316515596, 428.32296185347684, 462.15688816740766, 333.47921709379096, 450.13197236677644, 224.60928472879945, 498.89968644711416, 373.5540388232357, 533.6383320933821, 606.0302983890978, 581.3378630931156, 781.0950303247155, 614.2206214700628]"
C000345,"[629.4357946681995, 446.11019826657326, 729.6323275445883, 409.13935383046635, 954.4165364086505, 441.0235491998047, 1261.4446943500354, 496.17488344046814, 1308.459990545879, 505.4175945494949, 1276.8595455617872, 586.2913167534789, 922.2351284491428, 502.9979537597192]"
C000346,"[617.4464659479476, 445.6625455917771, 717.6429988243362, 408.69170115567016, 940.3875988341539, 436.4198344827504, 1249.4553656297833, 495.72723076567195, 1296.4706618256273, 504.9699418746987, 1264.8702168415355, 585.8436640786827, 983.5491822270599, 519.6042344639911]"
C000347,"[937.8597357103499, 353.89372532386017, 848.5077592108573, 375.60310055403073, 961.3196611387011, 417.74043871671023, 1092.9106512059477, 462.2338446346461, 1263.2537096363092, 522.6194591496167, 1437.6401258504707, 587.9494270712645, 1485.1887536763393, 503.67929068003906, 1440.142685209727, 487.82649274505604, 1183.2132576594206, 412.7342920003998, 1022.264186923669, 370.10192813367644]"
C000349,"[1561.733622193943, 521.5948080892912, 1508.496895295321, 607.9485924902365, 1302.4055407117037, 525.8588917763223, 1099.6291430296762, 451.71886813730634, 889.1355991640207, 382.8473409560173, 998.4295596400465, 358.1362349416368, 1181.3046735034927, 404.3570235629638, 1384.0096189906856, 464.3339992739712]"
C000350,"[435.227716930481, 502.3154461197395, 576.0929652799144, 458.4912909824814, 1236.107912378772, 642.1824582445994, 1152.0514594403326, 786.2372494477347, 798.0889649564459, 653.7376553999311]"
C000356,"[1113.7987686193096, 344.63512726925586, 1201.8135195074349, 395.26838791929504, 1336.4243149833917, 375.1301592516658, 1468.1588114107162, 359.01957631756244, 1366.913084898886, 320.4692528681008, 1262.2157995286975, 329.67530025901704]"
C000364,"[1445.862953442526, 625.9778385378409, 1501.3752110619475, 530.3537587307968, 1309.9819266498173, 465.2351450134878, 1101.5899922422914, 404.5869108277486, 933.6219113318775, 362.0634362837245, 808.1685728925644, 392.7361064466271, 899.4707247567312, 420.6203520492658, 1153.7266379492341, 513.3881961843857]"
C000368,"[949.9496731263155, 453.88456451437673, 1080.467274553906, 408.8798108626474, 1169.7199213230933, 376.19638676585, 1280.6822422533091, 410.08981744699895, 1414.7788008192263, 448.46445909006087, 1339.9603897896886, 505.6803376107735, 1250.9651727180574, 576.6234747664632, 1087.1209441753365, 509.3103573638283]"
C000369,"[944.4626245004309, 454.2248144984957, 1063.3167966945002, 412.0692884103619, 1173.357300666211, 378.09171146083577, 1411.9387960084352, 442.4412982630305, 1326.26805379422, 507.1987291020372, 1251.4675555108215, 578.7041542571642, 1083.5472940892357, 511.5563299783577]"
C000420,"[1301.4994458963718, 431.79193349848066, 1282.837067204697, 480.8792493052886, 902.8822396629304, 477.99591671778455, 798.8412542088037, 478.0054890436143, 568.2886969547723, 481.35429741645015, 484.8465953400045, 483.0498501613923, 585.0431282163931, 446.7391993759302, 831.6807476044265, 435.73597186518407, 1135.2871371783494, 432.4616951730478]"
C000427,"[1080.5283530634988, 655.554831624457, 1087.9006732082496, 626.0853179435022, 971.2839727367341, 601.9738976590845, 860.6991705654691, 577.1927157000998, 768.8802742172068, 561.1184355104881, 719.9548768929501, 575.8531923509655]"
C000428,"[1083.8315354660172, 653.3541861223079, 1091.203855610768, 623.884672441353, 974.5871551392524, 599.7732521569352, 864.0023529679875, 574.9920701979506, 772.1834566197251, 558.9177900083389, 723.2580592954685, 573.6525468488163]"
C000429,"[1083.8315354660172, 653.3541861223079, 1091.203855610768, 623.884672441353, 974.5871551392524, 599.7732521569352, 864.0023529679875, 574.9920701979506, 772.1834566197251, 558.9177900083389, 723.2580592954685, 573.6525468488163]"
C000430,"[1130.235187510503, 540.9619820639448, 1236.427728446417, 461.1865048672147, 1307.222755737026, 407.16133993018866, 1199.5131785020278, 376.8668549187723, 1072.0821293789313, 338.493840570978, 981.0599514338625, 377.37176300229584, 839.6778142939496, 443.1513797229391]"
C000431,"[832.1932744159292, 440.05793155748785, 1062.4693802286972, 351.2418728619348, 1300.455623512875, 408.74128658391135, 1127.748544153299, 537.6015798358409]"
C000432,"[1008.3724495203127, 457.7824339493628, 1417.8002430619308, 626.7972572271325, 1177.68368294658, 930.1790457040961, 710.0280141989665, 582.094333374056]"
C000433,"[1010.786975412006, 459.4017053372764, 1407.0880414424616, 616.4983178276766, 1164.9897248401987, 916.8300770005004, 708.5495865327475, 577.9942461388531]"
C000434,"[972.3249039803285, 442.1746185783205, 1196.8716680222633, 391.3391394050863, 1412.0273703093237, 460.13239738679727, 1187.8476326878565, 546.3986650747098]"
C000435,"[984.7638406536576, 440.4886571545801, 1203.217735676931, 386.5829567902271, 1412.9334748992733, 454.35012296255655, 1190.8815157226754, 541.6260187905567]"
C000436,"[984.7638406536576, 440.4886571545801, 1203.217735676931, 386.5829567902271, 1412.9334748992733, 454.35012296255655, 1190.8815157226754, 541.6260187905567]"
C000438,"[862.3392543345246, 324.15866575007357, 898.4796340573749, 315.3553588222099, 946.9606312465643, 306.1118865479531, 978.6936475885791, 301.7102330840213, 1029.378326468186, 295.10775288812357, 1073.8926966146237, 289.38560338501213, 1164.243645921749, 314.4750281294236, 1098.1331952092182, 325.4791617892531, 1058.4669247816998, 333.4021380243304, 1000.2897281546725, 344.40627168415995, 936.8236954706427, 359.3718934615282]"
C000439,"[861.5710021911187, 324.84348186983243, 934.218609635127, 358.8251208562285, 1014.3616051487553, 341.54632137162037, 1081.2435294622867, 328.8752017495744, 1163.6927982281056, 314.47620217906757, 1077.207551270953, 289.7099229177959, 998.7942606964679, 301.22912257420137, 931.3357680698887, 309.8685223165054]"
C000442,"[1354.7496405405464, 507.1545699419238, 1456.8219821236141, 467.33850448303946, 1778.2850472502348, 578.8889647790407, 1707.3767316761753, 663.6138166117858, 1608.7216839209616, 760.6622832565666, 1223.3504036271595, 560.4035425609871, 1282.6081368695466, 533.0341610471986]"
C000443,"[791.580494512496, 348.43932955268355, 900.5711246222767, 317.6167909831591, 1122.6652388082448, 372.06994245598577, 1337.561858553001, 440.9069452612572, 1492.8220957848584, 489.19558902017894, 1441.4114212047732, 584.745458585705, 1137.0602276906689, 466.5923940691943, 911.8814730298955, 387.48121174074805]"
C000444,"[1418.2688350475623, 577.9519801033506, 1473.6956221878972, 485.55502808836394, 1308.255060572049, 426.7569677151906, 1133.576701099478, 376.3586302524706, 1028.7551503549982, 348.5891799050785, 902.2158538067938, 318.3479167913331, 784.3418834777538, 348.35954232384205, 885.4186020526074, 378.83044301882387, 1068.072316297264, 441.0364966629613, 1262.0660712884364, 515.7940305659959]"
C000446,"[784.9186954663219, 338.96314618427255, 896.6763667515245, 313.5456906344491, 972.2091376891098, 335.88224248126375, 1098.6109176254768, 370.542409140114, 1277.4231916818012, 432.1604832002923, 1487.0651681616296, 510.72352762701956, 1433.763122667576, 595.0637092198375, 1256.6131425459357, 518.4257868845418, 1095.5279473831265, 452.95658319560243, 922.8816138115031, 385.94692765515845]"
C000447,"[784.2044317138676, 339.5513668812176, 895.9621029990703, 314.9041372571461, 946.0603694372646, 330.30865577219066, 1046.2569023136532, 355.7261113220143, 1273.6445543677237, 427.3338161041589, 1487.121646969763, 515.9331038784777, 1442.4371751364088, 595.2430679181447, 1219.6925751265912, 503.5861827536295, 1043.9446746318904, 431.978477971485, 929.1040331043373, 386.53514835210353]"
